id_producto,titulo,categoria
614,Carmela,no_smartphone2
653,Caritta,no_smartphone1
43,Jere,smartphone
87,Marcelline,smartphone
341,Consuela,no_smartphone1
706,Ada,no_smartphone1
942,Ada,smartphone
1000,Corly,no_smartphone3
774,Hollie,no_smartphone1
93,Chastity,no_smartphone1
755,Jemie,smartphone
568,Jemie,no_smartphone1
3,Rozele,no_smartphone2
865,Addia,no_smartphone1
46,Sheree,no_smartphone3
967,Yetty,no_smartphone3
854,Alisha,no_smartphone1
528,Albertina,smartphone
135,Althea,no_smartphone1
573,Nananne,no_smartphone3
